user,location,text
NeptunoRoboto,España,"#FelizLunes
#CadenaDeAfectosPorPetro
#CuidarNuestrosMédicosEs
#ElPelitoSanador
#PicoYGeneroEs
Carrasquilla
Endoscopia
América vs Nacional

YOUTUBE 

👇

https://t.co/KLUqWd3xYe

👆"
NeptunoRoboto,España,"#FelizLunes
#CadenaDeAfectosPorPetro
#CuidarNuestrosMédicosEs
#ElPelitoSanador
#PicoYGeneroEs
Carrasquilla
Endoscopia
América vs Nacional

YOUTUBE 

👇

https://t.co/KLUqWd3xYe

👆 https://t.co/A9mG04xT7N"
Kiadom,Bogotá,"Hoy mi familiar recibió la noticia de que ha vencido el cáncer, su fe la ha salvado, imaginé la fe de todo un pueblo apostandole a su cura estimado Petro.

La victoria está asegurada. 

 #CadenaDeAfectosPorPetro https://t.co/mz4Q75Vnku"
mikimiquito,,"#CadenaDeAfectosPorPetro ... no tiene presentación como Petro subestima a sus seguidores, será que piensa que todos son brutos??? Yo estoy seguro que muchos tienen malicia, esto del cáncer y de la endoscopia quirúrgica ya es el demasiado."
Naranjainterna1,,"#CadenaDeAfectosPorPetro me alegra todo salió bien, desde el exterior de Colombia le mandamos saludos a @petrogustavo y su familia por la pronta recuperación"
emiliolagos1,,La #CadenaDeAfectosPorPetro es lo que mantiene viva la esperanza de transformar a Colombia y liberarla de los corruptos. #FuerzaPetro #FuerzaPetroEstamosContigo
DraNormaRamos,"Santa Marta, Magdalena, Colomb",#CadenaDeAfectosPorPetro Doy gracias infinitas a Dios por su misericodia.Entrego en sus manos la salud y vida de Gustavo Petro.
Lhman25Luis,Bogotá,#CadenaDeAfectosPorPetro Ánimo senador. Colombia necesita de personas estudiosas visionarias y que le quepa el país en el corazón.
amparocastro61,,"Petro es la esperanza de un país justo y equitativo, de todo corazón le deseo pronta recuperación para que sigamos en la lucha.
Muchas personas superan una enfermedad de estas y un guerrero como vos lo va a lograr.
BENDICIONES Y UN FUERTE ABRAZO.
#CadenaDeAfectosPorPetro https://t.co/bpJzLdPRst"
GuayaraOscar,,"#CadenaDeAfectosPorPetro
Y por que mejor no hacen una cadena de afectos por todas las personas que están enfermas con el covid-19 ?? Y dejan mejor de hacer tanta murga con Petro.
Igual el tiene mucha plata para su tratamiento en Cuba."
MonkeyWithHat,colombia,#CadenaDeAfectosPorPetro mucha suerte con todo presidente
MaribelLilian11,,Todo mi afecto y admiración a petro deseo de corazón que se recupere no atienda a medios ni lea nada hasta que este sano Dios lo bendiga un abrazo #CadenaDeAfectosPorPetro
LuMiRodri,"Gachancipá, Cund. Colombia",Sigamos con nuestra #CadenaDeAfectosPorPetro y agradezcámosle a la vida. Creo que a Colombia le esperan grandes cosas. https://t.co/jBFmViCj1X
cactusandres,Colombia,"Después de la tormenta viene la calma.
#CadenaDeAfectosPorPetro"
RichardKuintako,"Greenwich, London","@CoHumanaLondres @petrogustavo @HOLLMANMORRIS @GustavoBolivar @gener_usuga He tenido la gran fortuna de poder escuchar a Petro y entender la realidad de nuestro país, Petro somos todos y todos con Petro somos La Colombia Humana.
#FuerzaPetro
#PetroEstamosContigo
#yoLeCreoAPetro
#Petroeselpresidente
#CadenaDeAfectosPorPetro
#SigamonosLosBuenos"
jeanramos45,,"Fuerza petro, aún sigue viva mis ganas de votar por ti, Colombia te necesita como presidente, buena vibra. #CadenaDeAfectosPorPetro"
Lucas89777309,,"#NoMasLey100
¿A quien más le gustaría que le diagnostiquen y traten una enfermedad a tiempo y no cuando el médico dictamine la causa del deceso?
#Covid_19
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
#NoMásTributoParaLadrones https://t.co/XwyMUumpV3"
OddJuanOut_,Saint Walking,Deseamos una pronta y efectiva recuperación a @Petrogustavo. #CadenaDeAfectosPorPetro https://t.co/rWEbHjNU06
UxCColombia,Colombia,"''Nosotros somos la alegría, somos la Paz y la Democracia'' @petrogustavo 🇨🇴 #CadenaDeAfectosPorPetro https://t.co/Kma70kXRHd https://t.co/NyMY5MsPAK"
efrencortes2,,"Que la sabiduría de los que lo intervinieron lo salve de ésta.
Éste país lo necesita. #CadenaDeAfectosPorPetro"
RSMcaricaturas,Colombia,"Cuando veo todos los mensajes de afecto hacia @petrogustavo en twitter...

#FuerzaPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/0Pc9IJBglJ"
Mamerticia,"Bogotá, Colombia.","#CadenaDeAfectosPorPetro

""Nosotros somos la generación de la paz""

#FuerzaPetro"
jmaito,Marsella Rda Colombia ,#CadenaDeAfectosPorPetro grande a recuperarse pues #lider
jjortizga,"Cartagena, Colombia",#CadenaDeAfectosPorPetro la mejor vibra para el hombre de las políticas que necesita un país saqueados por los políticos corruptos de Colombia...
BTereresa,,"#CadenaDeAfectosPorPetro la honra y la gloria al Rey de los cielos quien estuvo al control de esta cirugía, aleluyas"
johaaldana,Bogotá- Colombia,"No comparto muchas cosas de tu ideología sin embargo eres un ser humano, Dios te libre de padecer una enfermedad tan terrible un abrazo y todo saldrá bien @petrogustavo #CadenaDeAfectosPorPetro"
jorgeprotesta,Medellin,#CadenaDeAfectosPorPetro por q lo necesitamos para seguir firmes con esta lucha.
Uriasv,Latino-América,#CadenaDeAfectosPorPetro #FuerzaPetro hoy y siempre estaremos contigo.
florrrobayo,,"Hoy más que nunca, nos sumamos todos los Colombianos honestos a esta #CadenaDeAfectosPorPetro"
COSMONAUTAZERO,Barranquilla ,Fuerza  petro  la Colombia humana y digan te esperan #CadenaDeAfectosPorPetro
ALESSPEREZ01,,Me chupa un huevo #CadenaDeAfectosPorPetro
natakrog,,Venceremos! #CadenaDeAfectosPorPetro
alexts2010,colombia,#CadenaDeAfectosPorPetro un líder natural que aún tiene mucho por dar y por hacer en este país. Por el bien de todos. Fuerza Petro.
Florcad16,Colombia,"@HOLLMANMORRIS @petrogustavo @AndresCamiloHR Gracias al Creador siento ganas de llorar como de felicidad tengo la plena fe que Petro saldrá bien de todo esto, estoy orando por el! Colombia te necesita mereces vivir y seguir transformando este país! #CadenaDeAfectosPorPetro #FuerzaPetro"
A_Lo_Gualo,"Neiva, Colombia","Confirman que el senador @petrogustavo está sano por obra y gracia del #ElPelitoSanador. 🙏🙏🙏

#CadenaDeAfectosPorPetro"
tapagomez,cali,#CadenaDeAfectosPorPetro el es el cambio al sistema neoliberal corrupto ambicioso de este país.
group_pepe,,"Vamos presidente #CadenaDeAfectosPorPetro
#FuerzaPetro #FuerzaPetroEstamosContigo"
eduardsalamanca,"Sogamoso, Colombia","@petrogustavo Nos dió a muchos una razón por la cual volver a creer que una nueva Colombia es posible, vas a salir de esta y seguiremos trabajando por la democracia #CadenaDeAfectosPorPetro"
Simonmunozv,"Medellín, Colombia","#CadenaDeAfectosPorPetro Recupérate Maestro, falta mucha historia por hacer en nuestro país !! https://t.co/MVMccp0pNT"
edisonburbanoCM,"Buenos Aires, Argentina","La cirugía salió bien, toca esperar los resultados.

A reforzar la #CadenaDeAfectosPorPetro https://t.co/HDbRhOQ56a"
ACamilo61,,#CadenaDeAfectosPorPetro estos contigo pretro!!
colacho_rojas,"Medellín, Colombia","Me deje engañar de petro, todo esto por una endoscopia 😨#CadenaDeAfectosPorPetro"
JorgeLe07689995,,Dios lo bendiga y guarde su corazón y a los suyos #CadenaDeAfectosPorPetro
001Kren,paipa ,"La #CadenaDeAfectosPorPetro más fuerte que nunca. Te esperamos aquí para construir un Mejor país, una Colombia diferente, una Colombia más Humana."
FabianP18754847,,"#CadenaDeAfectosPorPetro Desde la casa mucha felicidad por el éxito,  esperamos con paciencia que los resultados sean óptimos y su recuperación se total. #FuerzaPetro"
YoRobotErgoSum,,"#CadenaDeAfectosPorPetro
Porque es realmente eso. Afecto. Un afecto muy grande.
espero que por ahora pueda concentrarse en estar bien de salud, física, mental y emocional.
Después hablamos de política."
lasi0836,,Fuerza y confianza en Dios todo va a salir muy bien Colombia lo espera.  #CadenaDeAfectosPorPetro
LiAniTA_V,"Texas, USA","@nicolaspetroB @AidaAvellaE Arriba de Dios no vive nadie y todo saldrá conforme a su voluntad, sólo El es dador de vida. Toda carne es hierba y toda la gloria del hombre como la flor de la hierba.
#CadenaDeAfectosPorPetro"
luisnie21417562,,Mucha fuerza senador con el favor de Dios todo va estar bien para que siga trabajando por el pueblo colombiano #CadenaDeAfectosPorPetro
Asnasalvaje,Colombia ,"Los Uribistas agarrándose de una endoscopia para joder porque sienten que viene Petro sano y fortalecido para gobernar los pedazos de país que dejen.
 #CadenaDeAfectosPorPetro"
MilciadesRomer2,,"#CadenaDeAfectosPorPetro ánimo compañero. Papá Dios. Esta con tigo. Y tu  jente te acompaña.
Nos doblamos pero no nos partimos."
punenlatorre,Colombia,Oremos por la de pronta recuperación de la cirugía exitosa en Cuba de nuestro De nuestro Senador Gustavo Petro. #CadenaDeAfectosPorPetro
Carlos65110552,,"#CadenaDeAfectosPorPetro
Un hombre valeroso que ha cambiado el destino de este país, enfrentándose a derecha que tiene el poder social, político y económico."
catseventwo,Colombia,@IvanDuque entonces pusiste de embajador al corrupto ex senador quemado Juan Manuel corzo que hp corrupción #CadenaDeAfectosPorPetro
apoli0165,,Ánimo Dr petro pronta recuperación. Por que Ud es un bendecido del todo poderoso. Y lo necesitamos por muchisisisimo tiempo con su inteligenxia#CadenaDeAfectosPorPetro
FlixRafaelTapi1,"Soledad, Colombia",#CadenaDeAfectosPorPetro  fuerza guerrero el Olimpus nos espera.
Duv_an6,,#CadenaDeAfectosPorPetro Mucha ENERGÍA! Para @petrogustavo De un seguidor Capitalista! un voto seguro para 2022
SoydonDiaz,escribiendo...,#CadenaDeAfectosPorPetro definitivamente Petro es el Mesías  se demoró un día más pero  resucitó. 🤣🤣🤣
rostrosdelglobo,"San Pedro de los Pinos, Benito Juárez","#CadenaDeAfectosPorPetro Me acabo de enterar que el senador Gustavo Petro salió bien hoy de quirófano y que mañana se muestran resultados. Mañana habrá una noticia buena, a continuar con la lucha."
NaranjaBogota,,"#CadenaDeAfectosPorPetro #FuerzaPetro @petrogustavo fuerza y fe senador, desde @NaranjaBogota esperamos su pronta recuperación 💪 Colombia lo necesita ♥️ https://t.co/vlg4FE4vt6"
JuanCamilo,Colombia,"Está claro que si este audio👇 que Gustavo Bo-bolivar ya confirmó es real y del Dr Fernando Sierra no se hubieran filtrado, nos hubieran seguido mintiendo con el “cáncer” de Petro. En 🇨🇴 no le encontraron NADA y lo de hoy es una endoscopia en Cuba. ¿ #CadenaDeAfectosPorPetro ? 🙄 https://t.co/2oV3DwXYnN"
gener_usuga,"Paris, France","#CadenaDeAfectosPorPetro

La esperanza se mantiene.. Gracias Dios."
Del71La,,#CadenaDeAfectosPorPetro energía positiva des Cali  para el senador Gustavo petro..
leokinpa,Ocaña,"#CadenaDeAfectosPorPetro fuerza senador mis mejores deseos, lo queremos ver nuevamente en la plaza pública."
RamnMej49591303,La Calle,"Jajajaja ¿Cómo así? ¿Todavía hay idiotas que creen que @petrogustavo se inventa un cáncer?
#FuerzaPetro #CadenaDeAfectosPorPetro"
sandravlv,,#CadenaDeAfectosPorPetro que envié historia clínica de entidad seria
UxCColombia,Colombia,"Gustavo Petro, motor del cambio en Colombia; un liderazgo democrático y alternativo con capacidad de concertar debates y programas alrededor de ideas, no de sectarismos. ¡Este país te necesita! @petrogustavo 
#CadenaDeAfectosPorPetro https://t.co/LzfzsIy4AX"
graciajaime,Costa Caribe,#CadenaDeAfectosPorPetro fuerza líder vamos por buen camino.
renzo_pea,hogares de soacha,#CadenaDeAfectosPorPetro Dios lo bendiga y lo llené de mucha salud @petrogustavo Colombia te necesita más que nunca
dianafer9,Colombia,"Feliz con la noticia que salió bien, te queremos Petro, la fuerza de nuestro país y las ciudadanías libres te queremos fuerte para seguir con esta lucha.
#CadenaDeAfectosPorPetro https://t.co/oSZBeLwTaN"
jexna_tsukino,Maktub,"Pronta recuperación 🙇‍♀️
#CadenaDeAfectosPorPetro https://t.co/J56GeEs9BQ"
_nysdennys_,"Bogotá, D.C., Colombia",@nicolaspetroB @arcesalazara Mis oraciones y mis deseos de bienestar están con Petro y su familia. Que Dios los proteja y los guarde. Mucho ánimo y fortaleza #CadenaDeAfectosPorPetro ❤️🙏🙌
vivihorlandy,Italia,"El mejor de los hombres que tiene colombia @petrogustavo 
Por eso hoy #CadenaDeAfectosPorPetro"
GustavoBolivar,"Escritor,empresario, demócrata","#CadenaDeAfectosPorPetro
En este momento explicaré por https://t.co/24iDHcMzeu todo sobre el estado de salud de nuestro compañero Gustavo Petro."
Del71La,,"#CadenaDeAfectosPorPetro toda mi energía positiva para petro, de esta salimos.."
HcamilaG,"Bucaramanga, Colombia",Realmente me alegra que todo haya salido bien #CadenaDeAfectosPorPetro
FABI3028,,#CadenaDeAfectosPorPetro Saldrá bien y bendiciones Gustavo #NoMasLey100
Tayrona83,"Santa Marta, Colombia","#CadenaDeAfectosPorPetro los mejores deseos, el país lo necesita con voz clara y firme!"
ElExtuiteado,Punto Nemo,"@GustavoBolivar lidera la #CadenaDeAfectosPorPetro seguido de @gregoriopernia, @levyrincon, @FisicoImpuro, @Betocoralg, @hackerFiscalia y @HOLLMANMORRIS. ¿Qué esperas para engancharte a esa cadena, mamerto? https://t.co/7BMumXYXy8"
AxelRolon,"Moscú, Rusia",Senador @petrogustavo: me alegra saber que la cirugía salió bien. Le deseo una pronta recuperación y fortaleza para afrontar los retos de la vida. #CadenaDeAfectosPorPetro.
MAndresx,,"#CadenaDeAfectosPorPetro 
#FuerzaPetro
@petrogustavo 

Somos millones, los que esperamos su pronta recuperación Gustavo, porque el 2022 nos espera!

@ColombiaHumana_ https://t.co/XLjBwOIkAV"
PROVERDAD96,"Bogotá, D.C., Colombia",@nicolaspetroB Me alegra mucho saberlo ☺️ #FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro
CoHumanaLondres,"London, England","#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo 💪👊🌻 Porque tiene la valentía de denunciar hechos sin conveniencias, de argumentar con sapiencia  y de poner su vida en juego para servirle a un país. Colombia necesita por mucho tiempo más a @petrogustavo @GustavoBolivar https://t.co/5yPeAHE0tx"
TendenciaCol,"Bucaramanga, Colombia","⚡️Trending Topic #Colombia 13/04/2020 10:00👁‍🗨💬

1. #FelizLunes
2. #CadenaDeAfectosPorPetro
3. #CuidarNuestrosMédicosEs
4. #ElPelitoSanador
5. #PicoYGeneroEs
6. Carrasquilla
7. Endoscopia
8. América vs Nacional
9. Biblia
10. Cuba

@TendenciaCol🔥"
vidal_oyola,,JESÚS extienda su manto de misericordia sobre Petro. #CadenaDeAfectosPorPetro
AndresFelipe,Colombia,"Según trino de Bolivar, a @PetroGustavo no lo operaron para estirpar el supuesto cáncer, como él afirmó, le hicieron una 3ra endoscopia para buscar cáncer en el esófago.

Entonces, estos mitómanos están mintiendo al país y aún siguen buscando ese cáncer, #CadenaDeAfectosPorPetro? https://t.co/eHo0cQ5rKy"
nicolaspetroB,,"La cirugía salió bien, toca esperar los resultados.

A reforzar la #CadenaDeAfectosPorPetro"
CronicasDeRafa,,"De esta salimos mi hermano, y en el 2022 seremos presidente téngalo por seguro. #CadenaDeAfectosPorPetro"
javeeto,,#CadenaDeAfectosPorPetro y un deseo de pronta recuperacion y que todo haya salido bien en la intervencion
PorQuEsTendenc1,,"#CadenaDeAfectosPorPetro
Por todos aquellos twitteros que mandan mensajes de apoyo a @petrogustavo  luego ser intervenido quirúrgicamente el día de hoy"
tabertica,Un lugar de la Mancha...,"Me conmueven los de  #CadenaDeAfectosPorPetro No hay diagnóstico de cáncer, una Endoscopia no es Cirugía. Lo dice el mismo Gustavo Bolivar
No hay derecho a jugar así con una enfermedad tan terrible que ha causado tanto dolor, mucha falta de respeto con los verdaderos  pacientes."
UxCColombia,Colombia,"Recibimos con alegría esta noticia. @petrogustavo juntos lo superaremos. Colombia necesita tu liderazgo democrático. #CadenaDeAfectosPorPetro 🇨🇴
https://t.co/N5DrJYSqui"
Zyberia,"Mordor, ribera del Anduin","¡1.000.000 de personas sin agua había antes de la Pandemia! sin acceso al mínimo vital decretado por la Corte Constitucional. La única Alcaldía que lo aplicó fue la de @petrogustavo En Colombia vivir es un privilegio. #coronavirus #CadenaDeAfectosPorPetro
https://t.co/25t3wpr8lg"
florecita071,"Cali, Colombia","Bendito Dios q todo lo hace posible, animo senador @petrogustavo la mayoría de Colombianos estamos orando a Dios por su pronta recuperación y usted es un valiente luchador y lo merece  #CadenaDeAfectosPorPetro"
ZarEdwin,Mamertolandia,"#CadenaDeAfectosPorPetro
Grande Petro.
Más que nunca necesitamos de tu liderazgo.
#FuerzaPetro"
viktor_kano,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro pronta recuperación @petrogustavo #Colombia lo necesita 💪💪
patolucas_077,,"#CadenaDeAfectosPorPetro 
Dios es el poder de sanación. Dios está en el corazón de @petrogustavo por su amor a este país. Pedimos que la sanación sea en él y protégelo de todo lo que atente contra su vida, porque él representa la voz del pueblo colombiano. 
Que así sea!"
JimyRM,Polombia ,"Sabia que @petrogustavo saldría bien de la cirugía, sí sobrevivió al uribismo, el peor cáncer de Colombia, es inmune a todo :v
#CadenaDeAfectosPorPetro"
ClubReporteros,,"@VMallarino .@patriciajaniot Para rebuscarse unos dólares durante la pandemia, la dr Patricia recibe sus exámenes; radiografías, endoscopias, biopsias y, si es del caso, se mete al quirófano con un huellero y cámara fotográfica para confirmar las enfermedades. #CadenaDeAfectosPorPetro https://t.co/lyVitfIE4R"
Ing_Henryco,"Bogotá, D.C., Colombia",Repitan conmigo: Una endoscopia NO es una cirugía #CadenaDeAfectosPorPetro
ClubReporteros,,"@AndresCamiloHR @petrogustavo .@patriciajaniot Para rebuscarse unos dólares durante la pandemia, la dr Patricia recibe sus exámenes; radiografías, endoscopias, biopsias y, si es del caso, se mete al quirófano con un huellero y cámara fotográfica para confirmar las enfermedades. #CadenaDeAfectosPorPetro https://t.co/mk7cGsbzGj"
patritiba,Cali - Buga Colombia,@GustavoBolivar @WRadioColombia Gracias Gustavo. La Misericordia lo siga acompañando #CadenaDeAfectosPorPetro
AnaCrisTap,,"Te queremos Petro, te esperamos fortalecido para que continúes la lucha por el pueblo, eres una buena persona y mejor líder. #CadenaDeAfectosPorPetro"
Sergio27Arias,Medellín,"Esta vez las gracias a los médicos cubanos son más sentidas, más cercanas.

#CadenaDeAfectosPorPetro"
Mrs_YMB,United Kingdom,"@cbetancurvargas @GustavoBolivar @WRadioColombia El que las hace las imagina. Los Uribistas están acostumbrados a todas las mentiras y trampas absurdas de sus amos. Menos mal todavía hay gente decente, honesta y transparente que no se vale de actividades turbias para dominar a un país #CadenaDeAfectosPorPetro"
rozojulian,"Bogotá, Colombia","Con la familia celebramos que @petrogustavo haya salido muy bien de la cirugía, le enviamos la mejor energía para su pronta recuperación, Colombia lo necesita! 
#CadenaDeAfectosPorPetro https://t.co/5Wt5nqTgWD"
RaceroEsther,,"Gloria a Dios en el cielo,el SEÑOR nunca abandona a sus hijos .Que viva la ciencia médica cubana!
#CadenaDeAfectosPorPetro https://t.co/A5PIaAPW8D"
nenitavelez,Bogota colombia,Así es ...todo el show por una endoscopia #CadenaDeAfectosPorPetro 🙄🙄🙄🙄 https://t.co/1JWJ6bCEaq
luisRebel_,,"#CadenaDeAfectosPorPetro, Curioso

https://t.co/1ISvQ7Ha18"
godoyisaacg,colombia,Fuerza senador 💪💪💪💪#CadenaDeAfectosPorPetro
JoseCas01178618,,"Fuerza Petro #CadenaDeAfectosPorPetro Quiero que sea mi presidente...y lo vamos hacer, con toda la gente, que te quiere y te valoramos..."
pinkfloyd_jd,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro hoy es el día en que vamos a dar una oración por la salud de Gustavo Petro. https://t.co/1fZLL1IGOm
GermnAcevedo3,,"Fuerza Petro, Dios está con Tigo, el dirige tu lucha.#CadenaDeAfectosPorPetro"
any5515,"Pasto, Colombia",#CadenaDeAfectosPorPetro. Mi afecto y respeto por Petro
Fuentes0807,Colombia,Mucha fuerza mi presidente #CadenaDeAfectosPorPetro
DavidSCColombia,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro por una endoscopia? 🤔 cada dia que pasa se les seguirá cayendo la mentira... es increíble como el mesias juega  con los adoctrinados de esa secta. además del desprecio de nuestras escuelas y facultades medicas... muy patriota el tipo ese #quedeseencuba
TruthColombia,"Bogotá, D.C., Colombia","NO MÁS MENTIRAS!!

Una ENDOSCOPÍA NO ES una Cirugía, es un Procedimiento Exploratorio o Prueba Diagnóstica

Mártires Falsos!!

#CadenaDeAfectosPorPetro https://t.co/wAJ3prjlaB"
Patvalja,,"Fuerza guerrero que toda va a salir bien, tenemos Petro para rato,le mando toda buena energía, pronta recuperación y que Dios te siga bendiciendo siempre un abrazo grande y fuerte 🤗 tu pueblo te espera lleno de esperanza, para acompañarte en tu lucha #CadenaDeAfectosPorPetro"
JOALOFRA425,,#CadenaDeAfectosPorPetro me aterra ver que hay gente muy ignorante pidiendo por un tipo que le ha hecho mucho daño al país.
ThePurcha1,,"#CadenaDeAfectosPorPetro no es mi favorito, pero me alegra mucho de que se esté recuperando."
Mafecasis1,,#CadenaDeAfectosPorPetro te queremos mucho petro por favor cuídate mucho. Dios te bendiga.
jacome_cr,"Bogotá, D.C., Colombia",Fuerza  presidente electo de forma legítima; ahora todo el mundo sabe la ilegitimidad de quién ejerce la presidencia...#CadenaDeAfectosPorPetro
Daniel_castroga,Medellín-Antioquia,"Que bueno!!

Ánimo @petrogustavo, #CadenaDeAfectosPorPetro.

#FelizLunes https://t.co/6VyJlWol3N"
myrdur,,"#CadenaDeAfectosPorPetro brillante y mejor político. 
Celebraremos su regreso victorioso,"
Lucas89777309,,"Diría más bien LA CONDICIÓN INHUMANA Y ABERRANTE DE ÉSE PARTIDO.
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
Colombia te necesita @petrogustavo 
Los corruptos no quieren esclavizar. https://t.co/hvaXRdv5GV"
ColombiaMuisca,Cali,#CadenaDeAfectosPorPetro ¡Qué buena noticia! Fuerza Petro que aquí hay un pueblo grande y digno que lo espera. https://t.co/kt6RI2hbNd
LAPacifiKA,Colombia,"#CadenaDeAfectosPorPetro Hoy toda mi energia y mejores deseos estarán dirigidos a @petrogustavo.
Hoy estamos con Petro los que  queremos un país mejor, sin mafias, sin injusticias, los que de verdad nos duele Colombia, y porque quiero que Gustavo Petro sea mi presidente. https://t.co/h29xfdiG9V"
Juli122333,Colombia,Mis mejores deseos para la cirugía del congresista en estos momentos complicados donde menos debería estar presente el odio #CadenaDeAfectosPorPetro
Conyboncas2020,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro fuerzas senador.
myrdur,,"#CadenaDeAfectosPorPetro celebraremos su regreso victorioso
@petrogustavo"
Jura2_0,,"Hoy más que nunca!!
#CadenaDeAfectosPorPetro"
ribas1962,Colombia,Por desestimar a los médicos colombianos #Queloatiendasumadre #CadenaDeAfectosPorPetro
ribas1962,Colombia,"Por, no creer en la salud de Colombia #queloatiendasumadre #CadenaDeAfectosPorPetro"
ferpazp,San juan de Pasto!! - Colombia,"@GustavoBolivar @WRadioColombia Gracias a Dios, que su recuperación sea pronta, que podamos seguir contando con su pensamiento político. #CadenaDeAfectosPorPetro"
RAPTORCOL,"Bogotá, D.C., Colombia","Confirma @GustavoBolivar que la cirugía a @petrogustavo no era para remover cáncer sino que era un procedimiento para un diagnóstico. 
¿Por qué anunciar un cáncer que no ha sido diagnosticado? 

#CadenaDeAfectosPorPetro https://t.co/AkYLgLiyxz"
jonathanp_21,"Medellín, Colombia","Me alegro profundamente que el senador @petrogustavo haya salido bien de su intervención.
Gracias también a los médicos Cubanos por su labor. 🇨🇺🇨🇺👏🏻👏🏻👏🏻
#CadenaDeAfectosPorPetro"
nacarlu_16,"Medellín, Colombia","#CadenaDeAfectosPorPetro  Siendo sincera y sin hipocresía,me da igual lo que le pase a este señor."
ribas1962,Colombia,"Cuando vuelva a colombia, el gremio médico colombiano decimos #Queloatiendasumadre#CadenaDeAfectosPorPetro"
Andry3346,,"#CadenaDeAfectosPorPetro sé debe mejorar, para qué siga abriendo los ojos a Colombia, del padre de la corrupción Uribe"
ELLATIG04471219,URIBILANDIA- South America ,"#CadenaDeAfectosPorPetro 

DIOS 

Recibe a @petrogustavo  con la misma felicidad con la que Colombia te lo quiere enviar.

LLevatelo YA"
teopolaniae,"Colombia, Huila-Neiva","Petro va a ser el próximo presidente de Colombia porque sencillamente lo necesitamos para avanzar como país. Por la dignificación del sector salud, más en estos momentos yo me aferro a la #CadenaDeAfectosPorPetro"
johnatanmao,,"#CadenaDeAfectosPorPetro 
Se dio el primer paso con gran éxito. 

A seguir esperando y orando mucho por la sabiduría a los médicos para que se supere el cancer. 

¡Fuerza @petrogustavo!"
santafebgr,Bogotá Mejor Para Todos,"Los petroñeros no rebajan un ""y a Uribe ni una gripa"" cada vez que alguien muere, pero aspiran a que el resto de la humanidad llore, se deprima o suicide por el supuesto cáncer del guerrillero indultado.

#CadenaDeAfectosPorPetro Pfffffffff..."
William19775652,,#CadenaDeAfectosPorPetro fuerza presidente
gener_usuga,"Paris, France","Desde Cuba, reportan cirugía exitosa a Gustavo Petro

#CadenaDeAfectosPorPetro
#VelatonPorLaVida 
https://t.co/W7Xlllgjnr"
sebaxxx1889,"Texingtal, Österreich","#CadenaDeAfectosPorPetro 
Petro recuperece !!! Solo para ver cómo las Uribestias"" Gente de bien los de las buenas costumbres, las buenas costumbres Paracas"" sufren al ver que no se murió como ellos se lo deseaban !!!"
marama098,Colombia,"#CadenaDeAfectosPorPetro Salud, salud, salud, es mi único deseo hoy, para Petro ,🙏🙏🙏"
wilberpreciado,Bogotá ,#CadenaDeAfectosPorPetro y pronta recuperación
NORAOROZCO3,Colombia,"#CadenaDeAfectosPorPetro, Bendiciones Dirigente, lo cubri con la sangre de Cristo y que sea Dios  dando sabiduría y precisión a los grandes profesionales como son los Médicos🙏."
Fernand36684730,,"Mas de 10' millones de de colombianos enviamos nuestra energía por su pronta recuperación, seguro esto es una recarga para el cambio del pais #CadenaDeAfectosPorPetro ADELANTE  PETRO #FuerzaPetro"
RAPTORCOL,"Bogotá, D.C., Colombia","Confirma @GustavoBolivar que la cirugía a @petrogustavo no era para remover cáncer sino que era un procedimiento para diagnóstico. 
¿Por qué anunciar un cáncer que no ha sido diagnosticado?  / @ghitis

#CadenaDeAfectosPorPetro https://t.co/JpiWCT13Gm"
jennymar2206,Bogota colombia,"Dios contigo y por este pais país, Dios guie guarde a esos médicos!!! #CadenaDeAfectosPorPetro"
Andry3346,,#CadenaDeAfectosPorPetro deseo se mejore Petro.
jaimealfonso71,Onzaga  (Santander)  Colombia.,"Gracias Dios Santo, todo va saliendo bien!!
#CadenaDeAfectosPorPetro"
Quiroga8Jose,La patria boba 🇨🇴,"#CadenaDeAfectosPorPetro
Ánimo Gustavo Petro estamos contigo"
claraorozcosara,,"Dios con usted oro por su recuperación, Colombia lo necesita #CadenaDeAfectosPorPetro"
TruthColombia,"Bogotá, D.C., Colombia","Después de Orden de Captura de 'MABURRO'... ""COINCIDENCIALMENTE"" RAÚL CASTRO 👹 ORDENÓ a TODOS sus LUGARTENIENTES DEL CÁRTEL CASTROChavista 👹 ir a CUBA (PETRO👹Morales👹 Santrich 👹entre otros)... ""COINCIDENCIALMENTE"" Todos Los POLÍTICOS tienen CÁNCER🤔

#CadenaDeAfectosPorPetro"
jairoroa171,"Medellín, Colombia","#CadenaDeAfectosPorPetro El Tiempo confirma que la cirugía a nuestro líder Petro fue exitosa, gracias Dios gracias a todas buenas energías y la buena vibra universal que recibió desde todo el mundo! FUERZA PETRO, FUERZA PRESIDENTE PETRO!!"
